"","X","date","restaurant","location","score","lon","lat"
"622",622,2019-01-16,"Upside Pizza","New York, NY",7.4,-73.9910487,40.7551355
"623",623,2019-01-15,"Santucci's Original Square P...","Philadelphia, PA",7.5,-75.1592238,39.9390309
"624",624,2019-01-14,"Lorenzo & Sons Pizza","Philadelphia, PA",6.5,-118.2729566,34.0287172
"625",625,2019-01-10,"Il Piccolo Bufalo","New York, NY",7.4,-73.9979012,40.7188558
"626",626,2019-01-09,"Made In New York Pizza","New York, NY",7.9,-73.9775697,40.7838392
"627",627,2019-01-08,"Mama Rosa Pizza and Pasta","Rutherford, NJ",6.6,-74.1139173,40.8366268
"628",628,2019-01-07,"Bill's Pizzeria Kitchen + Gr...","Hopkinton, MA",6.4,-71.520009,42.2290924
"629",629,2019-01-04,"Luna Ristorante","New York, NY",5.8,-73.9983502,40.7176706
"630",630,2019-01-03,"Da Gennaro","New York, NY",6.2,-73.9979519,40.7183616
"631",631,2019-01-02,"Steve's Pizza","Miami, FL",6.9,-80.164038,25.887755
"632",632,2018-12-28,"Lucali","Miami Beach, FL",8.1,-80.1439986,25.7952118
"633",633,2018-12-26,"Mister O1- South Beach","Miami Beach, FL",8.9,-80.139256,25.791632
"634",634,2018-12-21,"Riko's Pizza","Stamford, CT",8.2,-73.5184489,41.0893239
"635",635,2018-12-20,"Colony Grill","Stamford, CT",8.4,-73.5273516,41.0507436
"636",636,2018-12-19,"California Pizza Kitchen at ...","New York, NY",7.1,-73.86932,40.708282
"637",637,2018-12-18,"Johnny Pepperoni","Hoboken, NJ",7.6,-74.0296929,40.7501463
"638",638,2018-12-17,"Macchina","New York, NY",7.6,-73.9814139,40.7409157
"639",639,2018-12-14,"Brooklyn's Homeslice Pizzeri...","Brooklyn, NY",7.4,-73.9674607,40.6806956
"640",640,2018-12-13,"Da Nonna Rosa","Brooklyn, NY",7.5,-73.976928,40.672897
"641",641,2018-12-12,"Marta","New York, NY",7.1,-73.9845825,40.7444764
"642",642,2018-12-11,"Mario's Classic Pizza","Hoboken, NJ",7.2,-74.0302192,40.7462922
"643",643,2018-12-10,"La Rossa","New York, NY",4.8,-73.950351,40.776594
"644",644,2018-12-06,"BAR","New Haven, CT",7.4,-72.9304171,41.3060796
"645",645,2018-12-05,"Sally's Apizza","New Haven, CT",9.2,-72.9200592,41.3030662
"646",646,2018-12-04,"Frank Pepe Pizzeria Napoleta...","New Haven, CT",8.5,-72.9169419,41.3029876
"647",647,2018-12-03,"Modern Apizza","New Haven, CT",8.8,-72.9129578,41.3138712
"648",648,2018-11-30,"Tony Boloney's - Hoboken","Hoboken, NJ",6.8,-74.0343385,40.7379855
"649",649,2018-11-29,"Serafina Broadway","New York, NY",7.3,-73.9819469,40.7644023
"650",650,2018-11-28,"Loring Place","New York, NY",6.2,-73.9975837,40.7329277
"651",651,2018-11-27,"GoreMade Pizza","Columbus, OH",7.4,-82.9984714,39.9821568
"652",652,2018-11-26,"Margherita NYC","New York, NY",7.4,-73.9970211,40.7190305
"653",653,2018-11-23,"Eataly Boston","Boston, MA",6.7,-71.082505,42.34765
"654",654,2018-11-21,"Palermo's 95th","Oak Lawn, IL",6.8,-87.7425091,41.71981
"655",655,2018-11-20,"Armand's Pizzeria","Elmwood Park, IL",7.1,-87.8178414,41.9089072
"656",656,2018-11-19,"Geo's Pizza","Chicago, IL",7.1,-87.8062752,41.9322651
"657",657,2018-11-15,"Basile's Pizza","Hoboken, NJ",8.1,-74.0308571,40.7369733
"658",658,2018-11-14,"Bruno Pizza","New York, NY",6.8,-73.9873507,40.7323033
"659",659,2018-11-13,"Dona Bella Pizza","New York, NY",7.2,-74.0079738,40.7151451
"660",660,2018-11-12,"Stage Door Pizzeria","New York, NY",7.4,-74.0097029,40.712115
"661",661,2018-11-09,"Nicoletta Pizzeria","New York, NY",8.1,NA,NA
"662",662,2018-11-08,"Z Deli Pizzeria","New York, NY",3.1,-73.9869946,40.7614264
"663",663,2018-11-07,"Da Nico Ristorante","New York, NY",5.8,-73.9970643,40.7196823
"664",664,2018-11-06,"Pasquale Jones","New York, NY",7.3,-73.9968889,40.7211057
"665",665,2018-11-02,"Churchill Downs","Louisville, KY",0.2,-85.7723988,38.2037252
"666",666,2018-11-01,"10th Avenue Pizza & Cafe","New York, NY",6.9,-74.0031201,40.7487513
"667",667,2018-10-31,"Jekyll & Hyde","New York, NY",1.9,-81.4114142,31.0734919
"668",668,2018-10-30,"Joe's Pizza","New York, NY",8.3,-73.9869994,40.7546287
"669",669,2018-10-29,"Motorino","New York, NY",7.6,-73.973032,40.785687
"670",670,2018-10-26,"Biggie's Pizza - Jacksonvill...","Jacksonville Beach, FL",5.1,NA,NA
"671",671,2018-10-25,"Amtrak","New York, NY",0.1,-73.9195642,40.7808003
"672",672,2018-10-24,"Felcaro Pizzeria","Boston, MA",5.2,-71.068046,42.360957
"673",673,2018-10-23,"Florina Pizzeria & Paninotec...","Boston, MA",8.2,-71.063438,42.359537
"674",674,2018-10-22,"Lombardi's Pizza","New York, NY",8.1,-73.9956856,40.7215781
"675",675,2018-10-19,"Lucali","Brooklyn, NY",9.3,-74.0003184,40.681826
"676",676,2018-10-18,"Famous Ben's Pizza","New York, NY",8.1,-74.0024511,40.7249292
"677",677,2018-10-17,"Sal's Pizzeria","Brooklyn, NY",6.7,-73.9949734,40.6835679
"678",678,2018-10-16,"Neapolitan Express","New York, NY",7.2,-74.0097069,40.7068657
"679",679,2018-10-15,"Pizza House","Ann Arbor, MI",6.8,-83.734832,42.274307
"680",680,2018-10-12,"Backroom Pizza","Ann Arbor, MI",1.2,-83.734342,42.274698
"681",681,2018-10-11,"Vesta Wood Fired","East Rutherford, NJ",7.2,-74.0901477,40.8340806
"682",682,2018-10-10,"Frankie Boy's Pizza","New York, NY",4.8,-73.9878448,40.7521259
"683",683,2018-10-09,"Pazzo's Pizza Pub","Lexington, KY",6.5,-84.5037246,38.0418217
"684",684,2018-10-05,"PieTana","Lexington, KY",6.1,-84.5218686,38.0191258
"685",685,2018-10-04,"Pies & Pints - Lexington","Lexington, KY",7.8,-94.5060151,37.0699514
"686",686,2018-10-03,"Bravo Pizza","New York, NY",4.2,-73.992687,40.748464
"687",687,2018-10-02,"800 Degrees Woodfired Kitche...","New York, NY",5.8,-73.9844329,40.7476976
"688",688,2018-10-01,"1000 Degrees Neapolitan Pizz...","Boston, MA",6.8,-71.0590537,42.3592644
"689",689,2018-09-28,"Pie Pie Pizza","New York, NY",7.3,-73.9634633,40.7988929
"690",690,2018-09-27,"Big Slice of New York Pizza","New York, NY",4.1,-73.991403,40.739421
"691",691,2018-09-26,"Sauce Pizzeria","New York, NY",9.1,-73.9839514,40.7304367
"692",692,2018-09-25,"A Slice of New York","New York, NY",4.1,-121.9590056,37.3235028
"693",693,2018-09-24,"Little Italy Pizza","New York, NY",6.3,-73.9814849,40.7564807
"694",694,2018-09-21,"Mama's Pizzeria","New York, NY",6.9,-73.965284,40.800455
"695",695,2018-09-20,"Buchetta Brick Oven Pizza","New York, NY",6.7,-73.9673646,40.7987416
"696",696,2018-09-19,"Broadway Pizza & Restaurant","New York, NY",6.2,-89.1997399,36.5658404
"697",697,2018-09-18,"Cafe Viva","New York, NY",1.8,-73.9709191,40.7953888
"698",698,2018-09-17,"The New Park Tavern","East Rutherford, NJ",7.8,-74.100154,40.829124
"699",699,2018-09-14,"Bread & Tulips","New York, NY",7.1,-95.712891,37.09024
"700",700,2018-09-13,"Pizza Pete's","New York, NY",7.2,-73.9725922,40.7862402
"701",701,2018-09-12,"Sfila Pizza","New York, NY",7.7,-73.9856299,40.7677987
"702",702,2018-09-11,"Brooklyn Pizza Masters","New York, NY",8.5,-73.9630182,40.7586551
"703",703,2018-09-10,"Kinchley's Tavern","Ramsey, NJ",7.5,-74.1386839,41.0777161
"704",704,2018-09-07,"Pomodoro Ristorante & Pizzer...","New York, NY",4.2,-79.6815747,43.4623441
"705",705,2018-09-06,"Alla Pala","New York, NY",7.4,-73.9901771,40.7419709
"706",706,2018-09-05,"Jiannetto's Pizza Truck","STATEN ISLAND, NY",8.1,-74.0071612,40.7048454
"707",707,2018-09-01,"Georgio's Gourmet Pizza","Chicago, IL",1.1,-87.62919,41.903707
"708",708,2018-08-31,"Rico's Pizza","Gary, IN",3.2,-87.4039897,41.5736612
"709",709,2018-08-30,"Emporio","New York, NY",7.1,-73.9952212,40.7226243
"710",710,2018-08-29,"Gato","New York, NY",8.3,-73.9952599,40.7255794
"711",711,2018-08-28,"Roey's","New York, NY",7.4,-74.0009892,40.7359857
"712",712,2018-08-27,"Mama Mia's Restaurant","Saratoga Springs, NY",7.4,-73.7946332,43.0699458
"713",713,2018-08-24,"Caputo's Pizzeria","Saratoga Springs, NY",8.1,-73.7417013,43.0996616
"714",714,2018-08-23,"Marino's Pizza","Saratoga Springs, NY",6.1,-73.7904343,43.0757957
"715",715,2018-08-22,"Gennaro's Pizza Parlor","Saratoga Springs, NY",7.3,-73.77113,43.0912737
"716",716,2018-08-21,"Deli On Madison","New York, NY",6.1,-73.9764382,40.7569597
"717",717,2018-08-17,"Leonelli Bakery","New York, NY",2.1,-73.9869744,40.7439469
"718",718,2018-08-16,"Freddie & Pepper's","New York, NY",8.1,-84.7897996,43.5984898
"719",719,2018-08-15,"3 Giovani","New York, NY",7.7,-73.9983403,40.7290496
"720",720,2018-08-14,"Joe G Pizza & Restaurant","New York, NY",6.9,-73.983001,40.765643
"721",721,2018-08-13,"Bella Napoli","New York, NY",6.4,-73.9944725,40.7554594
"722",722,2018-08-09,"Village Pizza","New York, NY",6.9,-74.0031202,40.7392699
"723",723,2018-08-08,"Not Ray's Pizza","Brooklyn, NY",6.6,-73.9740813,40.6859822
"724",724,2018-08-07,"Pequod's Pizzeria","Chicago, IL",7.4,-87.6643512,41.921934
"725",725,2018-08-06,"Lou Malnati's Pizzeria","Chicago, IL",8.2,-87.6337174,41.8903416
"726",726,2018-08-03,"Gino's East - Magnificent Mi...","Chicago, IL",6.2,-87.6230528,41.8958861
"727",727,2018-08-02,"Giordano's","Chicago, IL",8.4,-87.6237612,41.8851301
"728",728,2018-08-01,"Naples 45 Ristorante E Pizze...","New York, NY",5.1,-73.9760338,40.7538191
"729",729,2018-08-01,"La Trattoria","New York, NY",6.8,-73.970671,40.7515735
"730",730,2018-07-31,"Primavera Pizza & Pasta","New York, NY",6.7,-74.2606566,40.8088668
"731",731,2018-07-27,"Rocco's Pizzeria","Vineyard Haven, MA",6.9,-70.5989725,41.4521663
"732",732,2018-07-26,"Slice Of Edgartown","Edgartown, MA",3.8,-70.5114599,41.3893312
"733",733,2018-07-25,"Isola","Edgartown, MA",6.1,-70.5144854,41.3907861
"734",734,2018-07-24,"Chilmark General Store","Chilmark, MA",6.6,-70.7450719,41.3420746
"735",735,2018-07-23,"Giordano's Restaurant","Oak Bluffs, MA",6.8,-70.5571973,41.4571196
"736",736,2018-07-19,"Fusaro's","Nantucket, MA",7.4,-70.0858084,41.2683879
"737",737,2018-07-18,"Baldie's Pizza & Subs","Lakeville, MA",6.2,-70.9260418,41.8740896
"738",738,2018-07-18,"Muse Pizza","Nantucket, MA",5.9,-70.099926,41.2670257
"739",739,2018-07-13,"Moto Pizza","Sandwich, MA",6.2,-70.5059154,41.7668251
"740",740,2018-07-11,"Joey's Pizzeria","Dennis Port, MA",7.3,-70.1406451,41.6573203
"741",741,2018-07-09,"Sophie T's Pizza","Nantucket, MA",7.2,-70.0919444,41.2730556
"742",742,2018-07-09,"Oath Pizza - East 67th Stree...","New York, NY",6.5,-73.9632996,40.7664107
"743",743,2018-06-28,"PQR","New York, NY",6.1,-73.952629,40.7771534
"744",744,2018-06-28,"Vinnie's Pizzeria","New York, NY",7.1,-73.9533145,40.7761966
"745",745,2018-06-27,"Marinara Pizza - Midtown Eas...","New York, NY",7.3,-73.9644304,40.7565443
"746",746,2018-06-27,"The Woodstock","New York, NY",7.4,-74.0075792,40.7416984
"747",747,2018-06-26,"SIMÒ PIZZA","New York, NY",6.8,-74.0087429,40.7392955
"748",748,2018-06-20,"Bocce USQ","New York, NY",7.8,-73.9899127,40.7364501
"749",749,2018-06-19,"Black Square Pizza","New York, NY",6.2,-74.0049376,40.7409401
"750",750,2018-06-19,"Café Crust","Southampton, NY",7.2,-72.4264941,40.8919774
"751",751,2018-06-19,"Francesca's","Hampton Bays, NY",6.3,-72.5227573,40.877882
"752",752,2018-06-19,"Prova Pizzabar","New York, NY",7.4,-73.9893607,40.7522809
"753",753,2018-06-13,"Pepe Giallo","New York, NY",7.7,-74.0050015,40.7468833
"754",754,2018-06-13,"Don Antonio","New York, NY",6.4,-73.9866647,40.7626548
"755",755,2018-06-12,"Ceci Italian Cuisine","New York, NY",6.2,-73.9811513,40.7566996
"756",756,2018-06-11,"Corner Slice","New York, NY",7.2,-73.9967905,40.7625438
"757",757,2018-06-07,"Mani In Pasta","New York, NY",6.9,-73.9851719,40.7326654
"758",758,2018-06-07,"Il Corallo Trattoria","New York, NY",7.1,-74.0018817,40.7261528
"759",759,2018-06-05,"Zero Otto Nove","New York, NY",7.2,-73.9915684,40.7408377
"760",760,2018-06-01,"BD PIZZA","New York, NY",0,-73.987584,40.721068
"761",761,2018-05-31,"La Margarita","New York, NY",8,-73.9875649,40.7214573
"762",762,2018-05-30,"Stanton Street Pizza","New York, NY",2.4,-73.986686,40.720754
"763",763,2018-05-29,"Melani Pizzeria","New York, NY",6.8,-73.984607,40.719141
"764",764,2018-05-23,"Frank's Trattoria","New York, NY",7.8,-73.979347,40.7360793
"765",765,2018-05-22,"Little Vincent's Pizza","Huntington, NY",6.8,-73.4264916,40.8710053
"766",766,2018-05-18,"Louie's Pizza","Woburn, MA",7.5,-71.1501599,42.4709662
"767",767,2018-05-16,"Rinas Pizzeria & Cafe","Boston, MA",6.7,-71.0530996,42.3648833
"768",768,2018-05-15,"Galleria Umberto","Boston, MA",6.6,-71.0542803,42.3637083
"769",769,2018-05-14,"Ducali Pizzeria & Bar","Boston, MA",7.7,-71.058068,42.3670857
"770",770,2018-05-11,"Lions & Tigers & Squares Det...","New York, NY",7.1,-82.8357878,38.5721582
"771",771,2018-05-10,"Famous Amadeus Pizza","New York, NY",5.7,-73.9948846,40.7498209
"772",772,2018-05-08,"Follia NYC","New York, NY",7.2,-73.9855947,40.7349386
"773",773,2018-05-07,"L'industrie Pizzeria","Brooklyn, NY",7.9,-73.9578691,40.7116053
"774",774,2018-05-02,"Zia Maria - Chelsea","New York, NY",7.1,-73.9993382,40.7454027
"775",775,2018-05-01,"Joe & Pat's Pizzeria","New York, NY",8.4,-95.7946101,36.07331
"776",776,2018-04-27,"Emmett's","New York, NY",7.8,-74.0024778,40.7273085
"777",777,2018-04-24,"The Original Goodfella's Bri...","Staten Island, NY",6.8,-74.0914965,40.5868017
"778",778,2018-04-23,"Lee's Tavern","Staten Island, NY",7.9,-74.0951856,40.5887494
"779",779,2018-04-19,"Pomodoro Pizza","New York, NY",4.2,-73.9939442,40.7562617
"780",780,2018-04-18,"Benny Tudino's Pizzeria","Hoboken, NJ",6.8,-74.029153,40.744232
"781",781,2018-04-17,"Napoli's Pizza","Hoboken, NJ",7.4,-74.0271593,40.7507429
"782",782,2018-04-13,"Hawthorne's NY Pizza & Bar","Charlotte, NC",6.4,-80.821622,35.21582
"783",783,2018-04-11,"42nd Street Restaurant and P...","New York, NY",5.4,-74.0001592,40.7619013
"784",784,2018-04-10,"Best Pizza","Brooklyn, NY",9.1,-73.9534794,40.7156194
"785",785,2018-04-09,"Pizza Rollio","New York, NY",6.6,-73.974275,40.76422
"786",786,2018-04-06,"Ralph's Pizzeria","Nutley, NJ",8.9,-74.1531269,40.8249129
"787",787,2018-04-06,"Posto","New York, NY",6.8,NA,NA
"788",788,2018-04-02,"Bricco Ristorante Italiano","New York, NY",6.8,-73.984004,40.766099
"789",789,2018-04-01,"Julian's Italian Pizzeria & ...","San Antonio, TX",7.9,-98.4198591,29.5981634
"790",790,2018-03-31,"Big Lou's Pizza","San Antonio, TX",4.8,-98.4039018,29.3941929
"791",791,2018-03-30,"Pizzarita's","San Antonio, TX",5.5,-98.4900999,29.4247988
"792",792,2018-03-29,"Martina Pizzeria","New York, NY",7.9,-73.9885105,40.7311004
"793",793,2018-03-27,"Patzeria Perfect Pizza","New York, NY",5,-73.986756,40.759458
"794",794,2018-03-26,"L'Amico NYC","New York, NY",7.2,-73.9899551,40.7473083
"795",795,2018-03-24,"Bonanno's New York Pizzeria","Las Vegas, NV",3.2,-115.3325788,36.1491431
"796",796,2018-03-24,"Bonanno's New York Pizzeria","Las Vegas, NV",3.2,-115.3325788,36.1491431
"797",797,2018-03-23,"Il Mattone West Village","New York, NY",7.9,-74.0065106,40.7312196
"798",798,2018-03-20,"La Pizza Fresca Ristorante","New York, NY",7.1,-73.988895,40.739047
"799",799,2018-03-19,"Massoni","New York, NY",6.8,-73.984947,40.74636
"800",800,2018-03-18,"Bravo Pizza","New York, NY",8.3,-73.992687,40.748464
"801",801,2018-03-15,"Ovest Pizzoteca by Luzzo's","New York, NY",6.9,-74.0030219,40.7507508
"802",802,2018-03-14,"Full Moon Pizzeria","Bronx, NY",6.2,-73.8875914,40.8553028
"803",803,2018-03-13,"Pugsley's Pizza","Bronx, NY",7.7,-73.8848173,40.8587496
"804",804,2018-03-12,"Williamsburg Pizza","Brooklyn, NY",8.6,-73.9508808,40.708129
"805",805,2018-03-09,"99 Cent Fresh Pizza","New York, NY",4.9,-73.9743279,40.7517315
"806",806,2018-03-07,"Evel Pie","Las Vegas, NV",5.9,-115.1400789,36.1692398
"807",807,2018-03-01,"Nino's 46","New York, NY",6.9,-73.9806433,40.7568317
"808",808,2018-02-26,"La Gusto Pizza","New York, NY",3.2,-73.995418,40.749044
"809",809,2018-02-23,"Cheesy Pizza","New York, NY",6.1,-73.9695837,40.7972122
"810",810,2018-02-22,"Sal & Carmine's Pizza","New York, NY",7.2,-22.9297109,16.7266152
"811",811,2018-02-21,"MAMA'S TOO!","New York, NY",6.8,-73.9675901,40.8008324
"812",812,2018-02-20,"Bond 45","New York, NY",6.5,-73.9930806,40.7258569
"813",813,2018-02-19,"Casa D'amici","Morgantown, WV",6.5,-79.9542123,39.6319501
"814",814,2018-02-16,"Pizza Al's","Morgantown, WV",6.4,-79.9648971,39.6501013
"815",815,2018-02-15,"Colasante's Ristorante & Pub","Morgantown, WV",6.6,-79.9713004,39.6343659
"816",816,2018-02-14,"Love & Dough","DUMBO, NY",7.5,-96.9992549,37.2404115
"817",817,2018-02-13,"Patsy's Pizzeria","New York, NY",8.6,-73.9721923,40.7503604
"818",818,2018-02-12,"Louie & Ernie's Pizza","Bronx, NY",7.8,-97.0587931,36.1137765
"819",819,2018-02-09,"Pizza Barn","Yonkers, NY",7.2,-73.8675658,40.9203736
"820",820,2018-02-07,"Mama's Pizza","Saint Paul, MN",7.5,-93.1061325,44.9703407
"821",821,2018-02-06,"Dulono's Sports Bar","Minneapolis, MN",6.3,-93.272997,44.9819699
"822",822,2018-02-05,"Cheetah Pizza","Edina, MN",3.4,-93.3540938,44.8633755
"823",823,2018-02-04,"Fat Lorenzo's","Minneapolis, MN",4.1,-93.2476934,44.9008354
"824",824,2018-02-03,"Red's Savoy Pizza","Minneapolis, MN",7.1,-93.3474446,44.8645058
"825",825,2018-02-02,"Frank From Philly & Andrea P...","Minneapolis, MN",6.3,-93.2372679,44.9813069
"826",826,2018-02-01,"Young Joni","Minneapolis, MN",7.6,-93.266725,45.0010473
"827",827,2018-01-31,"Cossetta Alimentari","Saint Paul, MN",6.8,-93.1042605,44.9436768
"828",828,2018-01-30,"Pizza Luce","Minneapolis, MN",5.3,-93.2736619,44.9817859
"829",829,2018-01-29,"Football Pizza","Minneapolis, MN",6.8,-93.247027,45.012025
"830",830,2018-01-25,"Star Tavern","Orange, NJ",7.1,-74.225542,40.783212
"831",831,2018-01-24,"LA Traviata Pizzeria","New York, NY",5.4,-73.9809475,40.7751046
"832",832,2018-01-23,"Percy's Pizza","New York, NY",6.1,-74.0014201,40.7291702
"833",833,2018-01-22,"Pizza Land","North Arlington, NJ",7.6,-74.137994,40.7815993
"834",834,2018-01-19,"Little Italy Pizza","New York, NY",4.2,-73.9814849,40.7564807
"835",835,2018-01-18,"Re Sette","New York, NY",7.1,-73.980008,40.7557106
"836",836,2018-01-17,"B & W Deli & Pizzeria","New York, NY",6.2,-95.6390221,37.057223
"837",837,2018-01-15,"Mediterraneo Restaurant","New York, NY",5.8,-73.9608071,40.7650482
"838",838,2018-01-12,"La Bellezza Pizza","New York, NY",7.1,-73.9721884,40.7557037
"839",839,2018-01-11,"Tre Sorelle","New York, NY",6.7,-74.006577,40.714805
"840",840,2018-01-10,"Rubby's Pizzeria","New York, NY",1.2,-73.9886059,40.7687762
"841",841,2018-01-09,"Justino's Pizzeria","New York, NY",3.4,-73.9886055,40.769565
"842",842,2018-01-08,"Casabianca Pizzeria","New York, NY",6.8,-73.9888845,40.7694782
"843",843,2018-01-04,"Sottosuolo NYC","New York, NY",6.3,-73.9835838,40.7422493
"844",844,2018-01-03,"Mariella Pizza","New York, NY",6.9,-73.96287,40.769162
"845",845,2018-01-02,"Bella Blu","New York, NY",7.2,-73.9628197,40.7692221
"846",846,2017-12-20,"John & Tony's","New York, NY",6.7,-95.6393167,37.0412191
"847",847,2017-12-14,"Angelo's  Pizza","Princeton, WV",5.5,-81.0955841,37.3623164
"848",848,2017-12-12,"Il Forno Pizza","New York, NY",6.3,-73.9886931,40.7591098
"849",849,2017-12-11,"Scarr's Pizza","New York, NY",7.7,-73.99141,40.715337
"850",850,2017-12-08,"Double Zero","New York, NY",8.5,-73.9898062,40.7261083
"851",851,2017-12-06,"Buca di Beppo Italian Restau...","New York, NY",1.2,-73.9852157,40.7579198
"852",852,2017-12-05,"Solo Pizza","New York, NY",6.1,-73.9829462,40.7222599
"853",853,2017-11-30,"Stone Bridge Pizza & Salad","New York, NY",7.2,-73.9806573,40.7522841
"854",854,2017-11-29,"Famous Pizza","New York, NY",1.8,-73.9868005,40.744636
"855",855,2017-11-28,"Sorbillo Pizzeria","New York, NY",7.1,-73.992295,40.726054
"856",856,2017-11-27,"New York Sal's Pizza","New York, NY",7.1,-73.992114,40.763727
"857",857,2017-11-20,"Gnocco","New York, NY",7.4,-73.980247,40.727156
"858",858,2017-11-17,"5 Boroughs Pizza","New York, NY",3.4,-74.0048849,40.7213181
"859",859,2017-11-16,"Steve's Pizza","New York, NY",2.2,-74.0702525,41.9694139
"860",860,2017-11-15,"Majestic Pizza and Calzones","New York, NY",7.1,-74.010315,40.710071
"861",861,2017-11-13,"Serafina Meatpacking","New York, NY",7.8,-74.006657,40.739633
"862",862,2017-11-10,"Joe's Pizza","New York, NY",8.5,-73.9869994,40.7546287
"863",863,2017-11-10,"B Side Pizza & Wine Bar","New York, NY",6.3,-73.9881729,40.763865
"864",864,2017-11-03,"Bronx Pizza","San Diego, CA",8.1,-117.1634461,32.7497524
"865",865,2017-11-02,"Filippis Pizza Grotto Pacifi...","San Diego, CA",6.7,-117.2523666,32.7974418
"866",866,2017-11-01,"Vito's Pizza","Santa Monica, CA",8.2,-118.475521,34.0326434
"867",867,2017-10-31,"Joe's Pizza","Santa Monica, CA",8.3,-118.496199,34.0131504
"868",868,2017-10-27,"Francesco's Pizzeria","New York, NY",8.1,-73.980691,40.775197
"869",869,2017-10-26,"Cafe 28","New York, NY",2.1,-73.9871984,40.7445413
"870",870,2017-10-25,"Daniela Trattoria","New York, NY",3.6,-73.9880362,40.7592446
"871",871,2017-10-24,"Italian Village Pizzeria","New York, NY",7.7,-73.952991,40.771445
"872",872,2017-10-23,"Barilla Restaurants","New York, NY",6.2,-73.979186,40.760711
"873",873,2017-10-20,"La Mia Pizza","New York, NY",6.7,-73.950917,40.774359
"874",874,2017-10-19,"Brier Hill Pizza & Wings","Youngstown, OH",7,-80.6715317,41.1280414
"875",875,2017-10-18,"Avalon Downtown Pizzeria","Youngstown, OH",7.1,-80.6502324,41.1002722
"876",876,2017-10-17,"Bruno Bros Pizza","Austintown, OH",6.4,-80.7661045,41.0984497
"877",877,2017-10-16,"Belleria Pizzeria","Youngstown, OH",6.8,-80.6407992,41.1103673
"878",878,2017-10-14,"Wedgewood Fernando's Pizza -...","Youngstown, OH",7.2,-80.6361667,41.036
"879",879,2017-10-12,"Adoro Lei","New York, NY",7.8,-74.0078786,40.7255997
"880",880,2017-10-11,"Covina","New York, NY",5.6,-73.9833905,40.7423507
"881",881,2017-10-09,"Umberto's Pizzeria & Restaur...","New Hyde Park, NY",8.6,-95.940059,36.1171722
"882",882,2017-10-07,"Cottage Inn Pizza","Ann Arbor, MI",3.1,-83.7370509,42.2907284
"883",883,2017-10-06,"New York Pizza Depot","Ann Arbor, MI",5.4,-83.741775,42.2779972
"884",884,2017-10-05,"Buddy's Pizza - Dearborn","Dearborn, MI",7.6,-83.2472448,42.3058398
"885",885,2017-10-03,"&pizza - NoMad","New York, NY",6.3,NA,NA
"886",886,2017-10-03,"&pizza - Astor Place","New York, NY",6.3,NA,NA
"887",887,2017-10-02,"Company","New York, NY",7.2,-73.992042,40.753615
"888",888,2017-09-30,"Benny Marzano's","Blacksburg, VA",7.1,-80.4152693,37.2294523
"889",889,2017-09-28,"Bazbeaux Pizza","Indianapolis, IN",5.1,-86.1534837,39.7716322
"890",890,2017-09-27,"Goodfellas Pizzeria","Indianapolis, IN",8.1,-86.1495484,39.774472
"891",891,2017-09-26,"Napolese Pizzeria","Indianapolis, IN",4.1,-86.154172,39.842826
"892",892,2017-09-25,"Empire Slice House","Oklahoma City, OK",7.5,-97.5414185,35.4858647
"893",893,2017-09-24,"Wig & Pen Pizza Pub","Iowa City, IA",7.1,-94.526016,37.084558
"894",894,2017-09-23,"Casey's","Coralville, IA",5.2,-91.5905825,41.6796236
"895",895,2017-09-22,"Nick's Pizza","New York, NY",6.6,-73.9478073,40.7827162
"896",896,2017-09-20,"Girello","New York, NY",6.9,-74.0070307,40.71961
"897",897,2017-09-19,"Fenway Park","Boston, MA",2.4,-71.0972178,42.3466764
"898",898,2017-09-18,"The Original Impellizeri's P...","Louisville, KY",5.8,-85.711885,38.233613
"899",899,2017-09-16,"Bearno's By the Bridge","Louisville, KY",6.4,-85.7530491,38.2564475
"900",900,2017-09-15,"The Post","Louisville, KY",0.2,-85.7354255,38.2276712
"901",901,2017-09-14,"Vapiano","New York, NY",5.2,-73.9921729,40.7343598
"902",902,2017-09-13,"Rock Pizza Scissors","New York, NY",7.9,-73.9871555,40.7444051
"903",903,2017-09-12,"Sicilia Fine Italian Special...","Columbus, OH",6.9,-83.0083154,40.005109
"904",904,2017-09-11,"Adriatico's New York Style P...","Columbus, OH",5.4,-83.0142158,39.9945199
"905",905,2017-09-09,"The O Patio & Pub","Columbus, OH",6.4,-83.0078532,40.0003256
"906",906,2017-09-08,"Leone's Pizza","Columbus, OH",7.8,-82.9987793,40.0743217
"907",907,2017-09-07,"Regina Pizza","Boston, MA",9.1,-71.056877,42.3654289
"908",908,2017-09-06,"Industry Kitchen","New York, NY",0,-74.0048585,40.7048171
"909",909,2017-09-05,"Va Bene","New York, NY",6.4,-73.9535776,40.775657
"910",910,2017-08-31,"Ciao Vineria con Cucina","New York, NY",7.7,-73.996621,40.720664
"911",911,2017-08-30,"Sal's Little Italy","New York, NY",8.1,-73.9966188,40.7205409
"912",912,2017-08-29,"Encore Beach Club","Las Vegas, NV",1.4,-115.1660531,36.1293451
"913",913,2017-08-28,"Pizza Rock","Las Vegas, NV",7.3,-115.1422778,36.1716049
"914",914,2017-08-25,"Naked City Pizza Shop","Las Vegas, NV",5.6,-115.1512002,36.1060174
"915",915,2017-08-24,"Moneyline Pizza & Bar","Las Vegas, NV",6.2,-115.1781703,36.1069373
