"","X","date","restaurant","location","score","lon","lat"
"338",338,2020-03-03,"Villa Monte Restaurant","Staten Island, NY",6.7,-74.1930312,40.5536978
"339",339,2020-03-02,"T's Wine Bar And Kitchen","Stamford, CT",5.9,-73.5375895,41.0462694
"340",340,2020-02-28,"Belltown Pizza","Stamford, CT",6.9,-73.5311447,41.0769942
"341",341,2020-02-27,"Hope Pizza Restaurant","Stamford, CT",6.5,-73.527134,41.0685965
"342",342,2020-02-26,"Remo's","Stamford, CT",7.4,-73.5386933,41.0555853
"343",343,2020-02-25,"Fresco By Scotto","New York, NY",7.9,-73.9744444,40.7588889
"344",344,2020-02-24,"Pizza Brain","Philadelphia, PA",6.8,-75.1280968,39.9806746
"345",345,2020-02-21,"Sir Pizza","Key Biscayne, FL",7.2,-80.16465,25.687926
"346",346,2020-02-20,"Strong's Brick Oven Pizzeria","Lawrenceburg, IN",6.7,-84.8474771,39.0927944
"347",347,2020-02-19,"PizzaPapalis of Greektown","Detroit, MI",7.6,-83.0416977,42.3354311
"348",348,2020-02-17,"Giuseppe's Steel City Pizza","Port Orange, FL",7.3,-81.0117147,29.1387112
"349",349,2020-02-16,"Pete's Pizza","Daytona Beach, FL",7.6,-81.027206,29.178067
"350",350,2020-02-13,"Brooklyn Square Pizza","Jackson, NJ",8.9,-74.25487,40.128
"351",351,2020-02-12,"Pete & Elda's Bar / Carmen's...","Neptune City, NJ",8.1,-94.7859644,36.8717144
"352",352,2020-02-11,"Amano Pizza","South Amboy, NJ",7.9,-74.2827256,40.4780989
"353",353,2020-02-10,"Napoli Pizza & Pasta","Astoria, NY",7.5,-94.7054147,37.4195466
"354",354,2020-02-07,"Grand Avenue Pizza","Astoria, NY",7.9,-73.9183791,40.7653363
"355",355,2020-02-06,"Rose & Joe's Italian Bakery","Astoria, NY",6.8,-95.811787,36.089383
"356",356,2020-02-05,"Rosario's","Astoria, NY",7.7,-73.9119119,40.7748968
"357",357,2020-02-04,"Spris","Miami Beach, FL",6.3,-80.1361747,25.7907304
"358",358,2020-02-03,"Grafa Pizza","Miami Beach, FL",7.1,-80.1317145,25.7851237
"359",359,2020-01-31,"Pizza Tropical","Miami, FL",7.3,-80.198286,25.79961
"360",360,2020-01-30,"Mom's New York Pizza","Miami Beach, FL",4.3,-80.131206,25.781591
"361",361,2020-01-29,"La Leggenda Pizzeria","Miami Beach, FL",7.2,-80.1312662,25.7867889
"362",362,2020-01-28,"Piola - Miami Beach","Miami Beach, FL",6.1,-80.1334179,25.7771798
"363",363,2020-01-27,"Blocks Pizza Deli","Miami Beach, FL",8,-80.1315634,25.787171
"364",364,2020-01-24,"Hi-Class Pizza","Bellerose, NY",7.4,-73.7217271,40.7253812
"365",365,2020-01-23,"Vaccaro's Pizza","Floral Park, NY",7.8,-73.710758,40.727941
"366",366,2020-01-22,"Village Pizzeria","Floral Park, NY",6.7,-73.7025241,40.7241898
"367",367,2020-01-21,"Eddie's Pizza","New Hyde Park, NY",7.8,-73.674833,40.751103
"368",368,2020-01-20,"Square Pizza","New York, NY",6.5,-73.9847403,40.7200154
"369",369,2020-01-17,"Giovanni's Pizzeria & Restau...","Hoboken, NJ",6.7,-93.0261335,41.6994311
"370",370,2020-01-16,"Tenth Street Pasta & Pizza","Hoboken, NJ",8.6,-74.0313584,40.7493529
"371",371,2020-01-15,"The Brick Fire Baked Pizza","Hoboken, NJ",7.3,-74.0271466,40.7508726
"372",372,2020-01-14,"Campania Coal Fired Pizza","Brooklyn, NY",7.3,-74.0332469,40.6135719
"373",373,2020-01-13,"Norm's Pizza","Brooklyn, NY",7.6,-73.9884258,40.6926226
"374",374,2020-01-10,"Grandma's Original Pizza","Brooklyn, NY",7.2,-74.0264548,40.6353604
"375",375,2020-01-09,"Krispy Pizza ","Brooklyn, NY",7.8,-74.0055907,40.6224113
"376",376,2020-01-08,"Gino's Restaurant","Brooklyn, NY",7.6,-74.0226686,40.6299441
"377",377,2020-01-07,"Elegante Pizzeria","Brooklyn, NY",7.4,-74.021369,40.633019
"378",378,2020-01-06,"Hell’s Kitchen Pizza","New York, NY",1.9,-73.989777,40.7619911
"379",379,2020-01-03,"Casola's Pizzeria & Sub Shop","Miami, FL",6.3,-80.2214392,25.7469796
"380",380,2020-01-02,"Anthony's","Watertown, CT",6.9,-73.086815,41.5886501
"381",381,2019-12-30,"Lenny's Pizza","Miami Beach, FL",6.1,-80.130269,25.813639
"382",382,2019-12-27,"Fino Wood Fired Pizza & Bar","Watertown, CT",6.7,-73.1156629,41.6015625
"383",383,2019-12-26,"Vinny's Restaurant & Pizzeri...","Naugatuck, CT",6.8,-95.7943922,36.0612901
"384",384,2019-12-25,"Mike's Pizza Palace","Naugatuck, CT",6.6,-73.0564159,41.4877999
"385",385,2019-12-24,"John's Pizza Restaurant","Naugatuck, CT",7.2,-73.0584271,41.4869223
"386",386,2019-12-23,"Vincenzo's Pizzeria","Waterbury, CT",7.5,-73.0526263,41.537476
"387",387,2019-12-20,"Domenick & Pia Pizzeria","Waterbury, CT",8.1,-75.5030281,41.5712229
"388",388,2019-12-19,"Jet's Pizza","New York, NY",7.4,-74.0035754,40.7431066
"389",389,2019-12-18,"Salt & Pepper","New York, NY",4.8,-73.5415967,40.646093
"390",390,2019-12-17,"Little Italy Pizza","New York, NY",6.1,-73.9814849,40.7564807
"391",391,2019-12-16,"Square Pizza & Chicken","New York, NY",2.2,-94.4175724,39.0931151
"392",392,2019-12-14,"John's Pizzeria","Jersey City, NJ",7.6,-74.0374421,40.7144188
"393",393,2019-12-12,"Porta","Jersey City, NJ",7.1,-74.0437028,40.7202212
"394",394,2019-12-11,"Razza Pizza Artigianale","Jersey City, NJ",8.1,-74.0442613,40.7177698
"395",395,2019-12-10,"DC PIE co. Brickell","Miami, FL",7.1,-80.1923046,25.7643471
"396",396,2019-12-09,"Andiamo","Miami, FL",6.8,-80.186893,25.827668
"397",397,2019-12-07,"Pizza Bar - Collins Avenue","Miami Beach, FL",6.1,-80.1299426,25.7902999
"398",398,2019-12-06,"Pizza Tree","Columbia, MO",6.6,-92.327112,38.950644
"399",399,2019-12-05,"Shakespeare's Pizza - Downto...","Columbia, MO",6.7,-92.327906,38.94867
"400",400,2019-12-04,"Flavors of Italy Bistro","New York, NY",5.4,-73.9913129,40.7518386
"401",401,2019-12-03,"Tommy's Pizza","Providence, RI",7.2,-71.4381222,41.8326306
"402",402,2019-12-02,"Providence Coal Fired Pizza","Providence, RI",7.4,-71.4150767,41.8213679
"403",403,2019-11-29,"Tony D's Pizza","Caldwell, NJ",7.9,-74.278339,40.8413251
"404",404,2019-11-27,"Angeloni's Restaurant & Pizz...","Caldwell, NJ",8.8,-74.2771816,40.8399542
"405",405,2019-11-27,"Al Forno Restaurant","Providence, RI",7.2,-71.4006239,41.8173139
"406",406,2019-11-26,"Fellini Pizzeria","Providence, RI",7.1,-71.4000556,41.8193611
"407",407,2019-11-25,"Federal Hill Pizza Providenc...","Providence, RI",6.7,-71.4422975,41.8323983
"408",408,2019-11-22,"Antonio's Pizza","Providence, RI",5.9,-71.4008861,41.8288167
"409",409,2019-11-21,"Caserta Pizzeria","Providence, RI",7.4,-71.4277564,41.8244604
"410",410,2019-11-20,"DOUGH By Licastri","Staten Island, NY",7.4,-74.0994606,40.5938961
"411",411,2019-11-19,"Nunzio's Pizzeria & Restaura...","Staten Island, NY",7.9,-89.0583543,42.3152869
"412",412,2019-11-18,"Lincoln Financial Field","Philadelphia, PA",1.2,-75.1675215,39.9013695
"413",413,2019-11-15,"De Lorenzo's Tomato Pies","Robbinsville, NJ",9.2,-74.6272432,40.2182883
"414",414,2019-11-14,"Papa's Tomato Pies","Robbinsville, NJ",8.6,-74.6239575,40.2152582
"415",415,2019-11-13,"Vino's Pizza","Lafayette Hill, PA",7.4,-75.2615038,40.0923218
"416",416,2019-11-12,"Angelo's Pizzeria","Philadelphia, PA",9.1,-75.1576535,39.940654
"417",417,2019-11-07,"7-Eleven","New York, NY",0,-73.9832679,40.747121
"418",418,2019-11-06,"Feroce Ristorante","New York, NY",7.1,-73.9909496,40.7464038
"419",419,2019-11-05,"Mangia - Flatiron","New York, NY",5.2,-73.990672,40.741722
"420",420,2019-11-04,"Fortina - Brooklyn","Brooklyn, NY",6.2,-73.9827885,40.6908464
"421",421,2019-10-31,"Union St Pizza","Brooklyn, NY",6.6,-73.9833636,40.6773757
"422",422,2019-10-30,"Old Fashioned Pizza","New York, NY",6.3,-73.9861436,40.7317289
"423",423,2019-10-29,"L'Arte Della Pizza Brooklyn","Brooklyn, NY",8.1,-73.9799572,40.6776064
"424",424,2019-10-28,"Lo Duca Pizza","Brooklyn, NY",8.1,-73.9625705,40.6350363
"425",425,2019-10-25,"Pizza Time","Brooklyn, NY",8.2,-73.9624397,40.6249347
"426",426,2019-10-24,"Rivington Pizza","New York, NY",6.5,-73.9845925,40.7192175
"427",427,2019-10-23,"Milk Bar East Village","New York, NY",1.2,-73.9857653,40.7319084
"428",428,2019-10-22,"Faccia Luna Pizzeria","State College, PA",6.7,-77.847396,40.784782
"429",429,2019-10-21,"Canyon Pizza","State College, PA",2.8,-77.858517,40.7949346
"430",430,2019-10-18,"Justin's Pizza","Bronx, NY",5.9,-73.926351,40.826852
"431",431,2019-10-17,"Eleven B","New York, NY",7.2,-73.9797456,40.7274188
"432",432,2019-10-16,"Via Trenta Pizzoteca","New York, NY",6.7,-74.0030827,40.7527435
"433",433,2019-10-15,"Davenport's Pizza Palace","Mountain Brook, AL",6.7,-86.772821,33.4824899
"434",434,2019-10-14,"Post Office Pies","Birmingham, AL",7.1,-86.7739818,33.5243704
"435",435,2019-10-11,"Via Roma Pizza Bar","Brooklyn, NY",7.9,-73.997764,40.67804
"436",436,2019-10-10,"F & F Pizzeria","Brooklyn, NY",8.7,-95.7287127,37.2556461
"437",437,2019-10-09,"Peppebroni's Pizza - Morgant...","Morgantown, WV",6.7,-79.9544623,39.657536
"438",438,2019-10-08,"La Nova Pizzeria","Buffalo, NY",7.3,-78.7603351,42.9597786
"439",439,2019-10-07,"Picasso's Pizza","Buffalo, NY",7,-78.7540712,42.8599522
"440",440,2019-10-04,"Bocce Club Pizza","Amherst, NY",7.5,-78.8142327,42.9689004
"441",441,2019-10-03,"Ian's Pizza by the Slice","Madison, WI",6.1,-89.3956374,43.0729482
"442",442,2019-10-02,"Salvatore's Tomato Pies","Madison, WI",7.4,-89.3760651,43.0848058
"443",443,2019-10-01,"Trenta Tre Pizzeria","New York, NY",4.8,-73.9829774,40.7470305
"444",444,2019-09-30,"Red Pinto Tailgate Party","Orchard Park, NY",7.6,NA,NA
"445",445,2019-09-27,"Pizza Di Roma","Madison, WI",6.2,-89.495487,43.058414
"446",446,2019-09-26,"Nolita Pizza","New York, NY",7.4,-73.9962404,40.7208883
"447",447,2019-09-25,"Paisan's","Madison, WI",5.7,-89.3833014,43.0707691
"448",448,2019-09-24,"Sauce","New York, NY",8.3,-73.9893263,40.7204716
"449",449,2019-09-23,"Pizza Brutta","Madison, WI",6.8,-89.4164062,43.0651987
"450",450,2019-09-20,"Lucille","Madison, WI",7.4,-89.3813659,43.0744237
"451",451,2019-09-19,"Vito's Slices and Ices","New York, NY",7.4,-73.9952692,40.754534
"452",452,2019-09-18,"Pizza Hut","North Bergen, NJ",3.8,-74.0347034,40.7742572
"453",453,2019-09-16,"Las Vegas Motor Speedway","Las Vegas, NV",5.3,-115.0102761,36.2722847
"454",454,2019-09-12,"Marinara Pizza","New York, NY",7.4,-73.984499,40.7424034
"455",455,2019-09-11,"Hard Knox Pizzeria","Knoxville, TN",6.8,-83.9779744,35.9430127
"456",456,2019-09-10,"Prova Pizzabar","New York, NY",6.9,-73.9893607,40.7522809
"457",457,2019-09-09,"Manero's Pizza","New York, NY",7.2,-73.9984521,40.7176209
"458",458,2019-09-07,"Todaro Pizza","Clemson, SC",7.1,-82.837831,34.683535
"459",459,2019-09-06,"Scratch Brick Oven","Johnson City, TN",7.5,-82.3571195,36.3220186
"460",460,2019-09-05,"Casa Barilla","New York, NY",6.2,-73.979186,40.760711
"461",461,2019-09-04,"Emilio's of Morris Park","Bronx, NY",7.3,-73.854693,40.849096
"462",462,2019-09-03,"Tommy's Pizza","Bronx, NY",8.6,-73.8172086,40.8195619
"463",463,2019-09-02,"IL Brigante","New York, NY",7.1,-74.002642,40.707451
"464",464,2019-08-30,"Brenz Pizza Co.","Knoxville, TN",6.5,-83.932787,35.956533
"465",465,2019-08-29,"Claudio Pizzeria","New York, NY",6.8,-73.994657,40.760378
"466",466,2019-08-28,"Sorrento's","Long Beach, NY",8.7,-73.6718259,40.5888424
"467",467,2019-08-27,"Mary Lou's Pizza","Old Forge, PA",7.3,-75.7290323,41.3756
"468",468,2019-08-26,"Gino's Long Beach","Long Beach, NY",7.9,-73.664674,40.588151
"469",469,2019-08-23,"Ribalta Mo'","New York, NY",6.6,-73.991706,40.750285
"470",470,2019-08-22,"Salerno's Cafe","Old Forge, PA",7.1,-75.7334976,41.3700218
"471",471,2019-08-21,"Cafe Rinaldi","Old Forge, PA",7.6,-75.7375107,41.3681758
"472",472,2019-08-20,"Cusumano","Old Forge, PA",7.6,-75.7375741,41.3679869
"473",473,2019-08-17,"Boomershine Pizzeria","Bluff City, TN",6.5,-82.2687899,36.5055749
"474",474,2019-08-16,"Arcaro & Genell","Old Forge, PA",7.5,-122.3162335,47.6063356
"475",475,2019-08-15,"Revello's Pizza","Old Forge, PA",7.4,-75.7381598,41.3673585
"476",476,2019-08-14,"Mezze","Forest Hills, NY",6.8,-73.8534164,40.7265319
"477",477,2019-08-13,"Nick's Pizza - Forest Hills","Forest Hills, NY",8.4,-73.84048,40.71797
"478",478,2019-08-12,"Red Front Pizza","Clifton Park, NY",7.5,-73.773229,42.871164
"479",479,2019-08-09,"Sbarro","New York, NY",3.2,-73.990875,40.750339
"480",480,2019-08-08,"La Manda's Restaurant","White Plains, NY",5.9,-73.7923493,41.0413401
"481",481,2019-08-07,"NYC Pizza","New York, NY",5.9,-73.9894835,40.7508025
"482",482,2019-08-06,"Villa Pizza","New York, NY",7.1,-73.989259,40.757291
"483",483,2019-08-05,"Time Square Dollar Pizza","New York, NY",4.9,-73.9893296,40.755173
"484",484,2019-08-02,"Nonna's Pizza","White Plains, NY",7.8,-73.7597195,41.0379053
"485",485,2019-08-01,"Pizza 7","Saratoga Springs, NY",6.8,-73.7845764,43.08229
"486",486,2019-07-31,"Lombardo's","White Plains, NY",7.4,-73.7459139,40.9930806
"487",487,2019-07-30,"Michael's Famous Pan Pizza &...","Port Chester, NY",7.7,-73.6687469,40.9924926
"488",488,2019-07-29,"Glenville Pizza","Greenwich, CT",6.9,-73.663667,41.0378053
"489",489,2019-07-25,"Poppy Pizza","Mashpee, MA",3.8,-70.470898,41.5669417
"490",490,2019-07-23,"Shangri-La Kitchen","Nantucket, MA",3.8,-70.0903784,41.2728838
"491",491,2019-07-22,"Pizzeria Beddia","Philadelphia, PA",7.4,-75.1352305,39.9707345
"492",492,2019-07-19,"Dragon By The Sea","Nantucket, MA",6.7,-70.0776887,41.2638403
"493",493,2019-07-18,"Vince's Pizzeria","Philadelphia, PA",7.9,-75.0271085,40.07871
"494",494,2019-07-17,"Pizza Shackamaxon","Philadelphia, PA",7.9,-75.133958,39.969258
"495",495,2019-07-16,"Tacconelli's Pizzeria","Philadelphia, PA",8.1,-75.1130069,39.9804768
"496",496,2019-07-15,"Sam's","Brooklyn, NY",7.4,-73.9943774,40.6858677
"497",497,2019-07-12,"House of Pizza & Calzones","Brooklyn, NY",7.3,-88.275922,30.773524
"498",498,2019-07-11,"Cumberland Farms","Nantucket, MA",0.1,-70.0929666,41.2713155
"499",499,2019-07-10,"Table 87 - Brooklyn Heights","Brooklyn, NY",7.7,-73.9973211,40.6912825
"500",500,2019-07-09,"Krave It Pizza & Sandwich Jo...","Bayside, NY",6.8,-73.7709504,40.7638586
"501",501,2019-07-08,"VIPizza","Bayside, NY",7.2,-73.7700689,40.7612829
"502",502,2019-07-05,"Pizza Garden","Flushing, NY",7.4,-73.7956502,40.7582653
"503",503,2019-07-03,"Pizza Chef","Whitestone, NY",4.2,-73.8090466,40.7890607
"504",504,2019-07-02,"Freddy's Pizzeria","Whitestone, NY",7.3,-73.8140462,40.7889535
"505",505,2019-07-01,"Cascarino's Brick Oven Pizze...","Whitestone, NY",6.8,-73.8078418,40.7937691
"506",506,2019-06-28,"Sunnyside Pizza","Sunnyside, NY",5.4,-73.9240252,40.7440679
"507",507,2019-06-27,"Amore Pizzeria","Flushing, NY",8.1,-73.8341556,40.7693833
"508",508,2019-06-26,"Lucia Pizza","Flushing, NY",7.2,-73.8281637,40.7602421
"509",509,2019-06-25,"Mama Mia 44 SW","New York, NY",4.9,-73.9920101,40.7597384
"510",510,2019-06-24,"City Pizza","New York, NY",7.1,-73.9466523,40.7801857
"511",511,2019-06-21,"Peperino","New York, NY",7.8,-73.9907591,40.7727754
"512",512,2019-06-20,"Rosa's Pizza","Maspeth, NY",7.4,-73.895632,40.726969
"513",513,2019-06-19,"Ascot Racecourse","Bracknell Forest, WNM",4.1,-0.6794847,51.412167
"514",514,2019-06-18,"Ciro's Pizza Pomodoro","London, XGL",2.1,-0.1652117,51.4976669
"515",515,2019-06-17,"Grand Apizza Shoreline","Clinton, CT",8.2,-72.5266707,41.2787915
"516",516,2019-06-14,"Resca","New York, NY",7.4,-73.958029,40.776465
"517",517,2019-06-13,"Nino’s Pizza & Subs","Boston, MA",7.3,-93.0055165,44.9923498
"518",518,2019-06-12,"Haymarket Pizza","Boston, MA",7.7,-71.0564508,42.3615834
"519",519,2019-06-11,"Sotto 13","New York, NY",6.9,-73.9991686,40.7372274
"520",520,2019-06-10,"Faraci Pizza","Ballwin, MO",5.9,-90.5637098,38.5923608
"521",521,2019-06-07,"Dewey's Pizza","University City, MO",6.6,-90.3379598,38.6590397
"522",522,2019-06-06,"Pat's Pizza","Dorchester Center, MA",7.8,-71.067576,42.273495
"523",523,2019-06-05,"La Pizza","University City, MO",7.2,-90.3483362,38.6606232
"524",524,2019-06-04,"Pi Pizzeria - Delmar Loop","Saint Louis, MO",5.8,-90.2977575,38.655066
"525",525,2019-06-03,"Imo's Pizza","Saint Louis, MO",6.2,-90.286543,38.630625
"526",526,2019-05-31,"Whole Foods Market","New York, NY",6.1,-73.9831866,40.7685526
"527",527,2019-05-30,"Rosella's Pizzeria","New York, NY",6.2,-74.005622,40.7100678
"528",528,2019-05-29,"Union Park Pizza","Boston, MA",7.4,-71.0703101,42.3412749
"529",529,2019-05-28,"Pino's Pizza","Brighton, MA",8.8,-71.1492381,42.3365831
"530",530,2019-05-27,"Figs by Todd English","Boston, MA",7.4,-71.0624315,42.3736241
"531",531,2019-05-24,"Artichoke Basille's Pizza","New York, NY",7.8,-73.9838333,40.7321667
"532",532,2019-05-23,"Healthy Choice Gourmet Deli ...","New York, NY",5.9,-73.9925961,40.747872
"533",533,2019-05-22,"Rocky's Pizza Bar and Restau...","New York, NY",6.4,-73.9988889,40.7541667
"534",534,2019-05-21,"Manco & Manco Pizza","Ocean City, NJ",7.3,-98.2776947,29.6063613
"535",535,2019-05-20,"Tony's Baltimore Grill","Atlantic City, NJ",4.9,-74.4458305,39.3546862
"536",536,2019-05-17,"Mike's Apizza & Restaurant","West Haven, CT",7.7,-72.945933,41.260986
"537",537,2019-05-16,"Roseland Apizza","Derby, CT",8.6,-73.103437,41.331732
"538",538,2019-05-15,"Ernie's Pizzeria","New Haven, CT",7.9,-72.972445,41.3310434
"539",539,2019-05-14,"Minervini's Pizzeria & Resta...","East Haven, CT",7.1,-72.870372,41.277099
"540",540,2019-05-13,"John & Maria's Pizzeria","East Haven, CT",8.5,-95.6393167,37.0412191
"541",541,2019-05-10,"Sal's Pizzeria","Mamaroneck, NY",7.7,-73.7352519,40.9510878
"542",542,2019-05-09,"Pizzeria La Rosa","New Rochelle, NY",7.9,-73.790905,40.901832
"543",543,2019-05-08,"Famous Calabria","New York, NY",6.9,-73.9993469,40.7119418
"544",544,2019-05-07,"Bonnie & Clyde's Pizza Parlo...","Louisville, KY",7.4,-97.8247485,30.2279702
"545",545,2019-05-06,"Spinelli's Pizzeria","Louisville, KY",6.8,-85.7286911,38.245636
"546",546,2019-05-03,"Butchertown Pizza Hall","Louisville, KY",7.2,-85.7278945,38.2562759
"547",547,2019-05-02,"Strawberry's Pub & Pizza","Woodbridge, NJ",7.3,-74.276497,40.5446457
"548",548,2019-05-01,"Brooklyn Boys Pizza and Deli","Edison, NJ",7.1,-74.3445196,40.5553768
"549",549,2019-04-30,"Sciortinos's Pizza Pasta & M...","Perth Amboy, NJ",6.6,-74.2795955,40.5175257
"550",550,2019-04-29,"Talladega Superspeedway","Talladega, AL",3.8,-86.0661253,33.5669742
"551",551,2019-04-28,"Mata's Greek Pizza & Grinder...","Anniston, AL",3.9,-85.827223,33.6658826
"552",552,2019-04-27,"First Class Pizza To Go","Lincoln, AL",5.9,-86.1191466,33.6028746
"553",553,2019-04-26,"Porrino's Pizzeria","Little Ferry, NJ",7.6,-74.0456317,40.8540685
"554",554,2019-04-25,"Pizza Wagon","Brooklyn, NY",7.4,-74.0265837,40.6213163
"555",555,2019-04-24,"Gigino Trattoria","New York, NY",7.3,-74.0104673,40.7172647
"556",556,2019-04-23,"The Longshoreman","New York, NY",8.2,-74.0026642,40.6846955
"557",557,2019-04-22,"Cheska's","New York, NY",2.8,-73.9920619,40.7266748
"558",558,2019-04-19,"Little Caesars Pizza","Princeton, WV",4.6,-81.09656,37.362164
"559",559,2019-04-18,"Beebe's","Long Island City, NY",6.7,-73.935689,40.7547866
"560",560,2019-04-17,"sLICe LIC","Long Island City, NY",8.1,-73.953607,40.743709
"561",561,2019-04-16,"Stromboli Pizza","New York, NY",3.2,-73.9854429,40.7277856
"562",562,2019-04-15,"Biga Bite","New York, NY",6.9,-73.9840754,40.7212685
"563",563,2019-04-12,"Hello Pizza","Edina, MN",6.2,-93.3294872,44.9219051
"564",564,2019-04-11,"Artistic Pizza","New York, NY",6.8,-74.0004176,40.7306811
"565",565,2019-04-10,"Broders Cucina Italiana","Minneapolis, MN",6.6,-93.309125,44.912549
"566",566,2019-04-09,"Red Wagon Pizza Co","Minneapolis, MN",7.5,-93.3089353,44.9046047
"567",567,2019-04-08,"Surly Brewing","Minneapolis, MN",8.3,-93.2098183,44.9729768
"568",568,2019-04-05,"Pizzeria Lola","Minneapolis, MN",6.9,-93.31861,44.9018155
"569",569,2019-04-04,"Zuppardi's Apizza","West Haven, CT",8.2,-72.944625,41.2735167
"570",570,2019-04-03,"W4 Pizza","New York, NY",4.8,-74.0014102,40.7318207
"571",571,2019-04-02,"Big Al's Chicago Style Pizza","New York, NY",6.1,-74.0115954,40.7089116
"572",572,2019-04-01,"Village Square Pizza","New York, NY",7.6,-73.9827385,40.7275164
"573",573,2019-03-29,"Side Piece Pizza","Las Vegas, NV",7.4,-115.3341367,36.1559846
"574",574,2019-03-28,"Cugino's Italian Deli & Pizz...","Las Vegas, NV",7.7,-115.1359439,36.106969
"575",575,2019-03-27,"Upper Crust Pizzeria","Beverly Hills, CA",5.4,-118.3992929,34.0634557
"576",576,2019-03-26,"Stella Barra Pizzeria & Wine...","Santa Monica, CA",5.9,-77.1169665,39.0497168
"577",577,2019-03-25,"Mulberry Street Pizzeria","Beverly Hills, CA",7.5,-118.398777,34.0634695
"578",578,2019-03-22,"Meadowlands Racing and Enter...","East Rutherford, NJ",4.2,-74.0715255,40.8200315
"579",579,2019-03-21,"Fort Lee Pizzeria","Fort Lee, NJ",8,-73.96157,40.864976
"580",580,2019-03-20,"Saverio's Authentic Pizza Na...","Massapequa, NY",6.8,-73.4625384,40.7018292
"581",581,2019-03-19,"Mario's Pizzeria Massapequa","Massapequa, NY",6.6,-73.466797,40.6883421
"582",582,2019-03-18,"Pizza Sam","Jackson Heights, NY",8.4,-73.8785423,40.7560589
"583",583,2019-03-15,"Rosa's Pizza","Middle Village, NY",6.7,-73.8754225,40.713315
"584",584,2019-03-14,"La Nonna Krispy Krust Pizza","Brooklyn, NY",7.4,-73.9639429,40.7180668
"585",585,2019-03-13,"Paulie Gee's","Brooklyn, NY",7.3,-73.958552,40.729615
"586",586,2019-03-13,"Paulie Gee's Slice Shop","Brooklyn, NY",7.4,-73.957175,40.7283642
"587",587,2019-03-12,"Tony's Pizza","Brooklyn, NY",7.9,-73.9188171,40.6992231
"588",588,2019-03-11,"Carmine's Pizzeria","Brooklyn, NY",7.8,-73.9442194,40.7149299
"589",589,2019-03-08,"Totonno's","Brooklyn, NY",8.1,-73.9838232,40.5789173
"590",590,2019-03-07,"Krispy Pizza","Jersey City, NJ",6.2,-74.035096,40.7133731
"591",591,2019-03-06,"Good Pie","Las Vegas, NV",7.2,-115.1540522,36.1568981
"592",592,2019-03-01,"King Umberto's of Elmont","Elmont, NY",8.1,-73.6900665,40.707915
"593",593,2019-02-28,"Vezzo","New York, NY",7.7,-73.9814247,40.7444375
"594",594,2019-02-27,"Starbucks Reserve Roastery N...","New York, NY",6.8,-74.0051549,40.7415944
"595",595,2019-02-26,"Deninos Pizzeria & Tavern","Staten Island, NY",8.1,-74.1402479,40.6302068
"596",596,2019-02-25,"Brother's Pizzeria","Staten Island, NY",7.9,-74.1437842,40.6255202
"597",597,2019-02-22,"Pizza Town USA","Elmwood Park, NJ",7.5,-74.1225457,40.8935718
"598",598,2019-02-21,"Canal Pizza","New York, NY",1.7,-73.9934635,40.7155579
"599",599,2019-02-20,"Pizza Al Fresco","Palm Beach, FL",2.2,-80.040347,26.701258
"600",600,2019-02-19,"Harry's Italian","New York, NY",7.7,-74.014798,40.71513
"601",601,2019-02-18,"Chuck E. Cheese","West Melbourne, FL",6,-80.7047454,28.0773033
"602",602,2019-02-17,"Napoli Pizza","Daytona Beach, FL",6.6,-81.010685,29.231543
"603",603,2019-02-14,"Pizza Girls WPB","West Palm Beach, FL",6.9,-80.0502407,26.7128866
"604",604,2019-02-13,"Eddie & Sam's NY Pizza","Tampa, FL",7.1,-94.718563,38.953842
"605",605,2019-02-12,"La Vera Pizzeria","New York, NY",6.7,-73.982168,40.740668
"606",606,2019-02-11,"Salvo's Pizzabar","New York, NY",7.8,-73.9510332,40.7708812
"607",607,2019-02-07,"Johnny's Pizzeria","Mount Vernon, NY",9.1,-73.839424,40.9176024
"608",608,2019-02-06,"Slice Downtown","Atlanta, GA",6.8,-84.3900603,33.756911
"609",609,2019-02-05,"Buckhead Pizza","Atlanta, GA",7.2,-84.369879,33.845802
"610",610,2019-02-04,"Cosmo's Original Little Ital...","Lawrenceville, GA",7.1,-83.9876398,33.9562443
"611",611,2019-02-01,"Piu Bello Buckhead","Atlanta, GA",5.9,-84.3749866,33.8463428
"612",612,2019-01-31,"Marcello's Pizza & Subs","Atlanta, GA",7.4,-117.328534,33.983329
"613",613,2019-01-30,"Mellow Mushroom","Alpharetta, GA",6.1,-84.2404207,34.093619
"614",614,2019-01-29,"Fellini's Pizza","Atlanta, GA",7.2,-84.3849703,33.8315673
"615",615,2019-01-28,"Antico Pizza","Atlanta, GA",8.3,-84.405632,33.7846488
"616",616,2019-01-24,"Enzo Bruni La Pizza Gourmet","New York, NY",7.6,-74.0008427,40.7190077
"617",617,2019-01-23,"Dani's House of Pizza","Kew Gardens, NY",7.4,-73.830536,40.708981
"618",618,2019-01-22,"Woodpecker Pizza Bar & Grill...","New York, NY",7.4,-73.9880074,40.7464289
"619",619,2019-01-21,"Costco","Clifton, NJ",1.9,-74.1367906,40.8314891
"620",620,2019-01-18,"Santillo's Brick Oven Pizza","Elizabeth, NJ",8.3,-74.2166257,40.6489809
"621",621,2019-01-17,"Friendly Gourmet Pizza","New York, NY",4.8,-74.0088627,40.7092384
